"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S1S","S2S","S3S","S4S","S5S","S6S","S7S","S8S","S9S","S10S","S11S","S12S","S13S","close"
"36",1.09575770333198,12.2188641972972,0,0,0,3.89216801589015,0,0,0,0,4.53009119850214,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"37",19.3879235252907,17.7006288199103,0,0,0,3.69129820529938,0,0,0,0,6.49016936848747,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"38",16.5375003674642,11.3589537148214,0,0,0,2.14610640892077,0,0,0,0,8.77940227865783,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"39",8.96681224469382,7.65144345338768,0,0,0,7.49652237197569,0,0,0,0,5.54101025121164,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"40",5.28275630253483,11.7239286636212,0,0,0,4.41734770027746,0,0,0,0,0,-0.271895923125165,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"41",16.3570756548716,16.0319926974415,0,0,0,3.8942681395492,0,0,0,0,0,-1.10506497701236,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"42",15.9815245221767,14.3721346264706,0,0,0,6.3404978326041,0,0,0,0,0,0.365536531139413,2.36528880846114,1,1,0,0,0,1,0,0,0,0,0,1,1,0
"43",14.0130315772273,13.5475586237861,0,0,0,5.68738418640429,0,0,0,0,0,0,2.51290090267179,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"44",10.7228944977274,23.5443207405974,0,0,0,2.94715979940848,0,0,0,0,0,0,1.47025079671097,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"45",13.7772300081659,0,0,0,0,7.69553266077826,0,0,0,0,0,0,3.54173351454014,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"46",13.877504191862,0,0,0,0,10.2797832593577,0,14.245648523609,0,0,0,0,3.01240613082494,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"47",11.8190733659872,0,0,0,0,14.4304992219375,9.47420398641868,9.31065221385563,0,0,0,0,5.20033833015617,1,0,0,0,0,1,1,1,0,0,0,0,1,0
"48",10.4356690334239,0,0,0,0,12.1061361976229,2.9789639188951,5.74612692977214,0,0,0,0,3.94884974504702,1,0,0,0,0,1,1,1,0,0,0,0,1,0
"49",13.4580748051983,0,0,0,0,40.8206062252304,7.99522159813935,8.82577075642758,0,0,0,0,5.5217488820812,1,0,0,0,0,1,1,1,0,0,0,0,1,0
"50",13.7640735925848,0,0,0,0,0,11.1241560948059,8.96711226115468,0,0,0,0,9.35778207771891,1,0,0,0,0,0,1,1,0,0,0,0,1,0
